title,overview,poster_path,Director,Actors_1,Actors_2,Actors_3,genre_principal,genre_1,genre_2,genre_3,Year,runtime,vote_average,Tous genres
Mon martien bien-aimé,"Le journaliste Tim O'Hara rêve de percer sur le petit écran. Il travaille dans une station de télévision et est pris de l'ambitieuse Brace Channing sans se rendre compte que la technicienne Lizzie l'aime en secret. Après avoir été renvoyé à la suite d'une gaffe, il tombe sur le vaisseau spatial accidenté d'un Martien.Adaptation au cinéma d'une célèbre série TV des années 60 du même nom.",/2tJXMJKr3cq4cq6eWrayljLRd1T.jpg,Donald Petrie,Christopher Lloyd,Jeff Daniels,Elizabeth Hurley,Comédie,Comédie,Familial,Science-Fiction,1999,93.0,5.637,"['Comédie', 'Familial', 'Science-Fiction']"
The Sentinel,"Il y a vingt ans, Pete Garrison, agent des services secrets américains, a sauvé la vie d'un Président. Aimé et respecté de ses collègues, il est à présent chargé de la protection rapprochée de la Première Dame. Sa vie bascule lorsqu'un collègue et ami est assassiné avant d'avoir pu lui transmettre des informations de la plus haute importance...L'affaire est confiée au meilleur enquêteur du Service, David Breckinridge, ancien protégé de Garrison. Là où Garrison fait confiance à son instinct, Breckinridge ne se fie qu'aux preuves. Avec l'aide d'une jeune recrue, Jill Marin, les deux hommes vont bientôt découvrir l'existence d'un complot interne, visant à assassiner le Président. Mais très vite, les indices semblent désigner Garrison...",/bAdwAjkfzrgnmcXidG5Q9r8xSQ0.jpg,Clark Johnson,Michael Douglas,Kiefer Sutherland,Kim Basinger,Action,Action,Thriller,Crime,2006,108.0,6.054,"['Action', 'Thriller', 'Crime']"
Planète 51,"Tout est normal sur la Planète 51. Le ciel est bleu, les habitants sont vert pomme et les Cadillacs volent. Lorsque Chuck, un astronaute aussi futé qu'une huître, y déboule avec sa fusée, les habitants s'enfuient en hurlant.Une invasion extraterrestre, au secours ! L'armée aux trousses, Chuck se carapate. Lem, un gamin aussi vert que brave, va tenter de sauver cet être étrange des griffes du général Grawl.",/gUmyKwD3g8IUS6akXqgpkgOdGGa.jpg,"Jorge Blanco, Javier Abad, Marcos Martínez",Dwayne Johnson,Seann William Scott,Jessica Biel,Animation,Animation,Familial,Comédie,2009,91.0,5.889,"['Animation', 'Familial', 'Comédie']"
Star Trek : Nemesis,"Le vaisseau Enterprise est redirigé vers la planète mère romulienne Romulus, sous prétexte que ces derniers veulent négocier un traité de paix. Le capitaine Picard et son équipage découvrent une grave menace pour la Fédération lorsque le préteur Shinzon prévoit d'attaquer la Terre.",/adjTXEaAQmu8WX2UEnjFc1jSs8C.jpg,Stuart Baird,Patrick Stewart,Jonathan Frakes,Brent Spiner,Science-Fiction,Science-Fiction,Action,Aventure,2002,116.0,6.299,"['Science-Fiction', 'Action', 'Aventure']"
Intolérable cruauté,"Une belle profiteuse rivalise d'esprit avec un avocat spécialiste des divorces de Beverly Hills, qui est de plus en plus attiré par elle.",/25kmlve1yfJ1upGiStBxyANgubS.jpg,"Joel Coen, Ethan Coen",George Clooney,Catherine Zeta-Jones,Billy Bob Thornton,Comédie,Comédie,Romance,Crime,2003,96.0,5.954,"['Comédie', 'Romance', 'Crime']"
Une Nouvelle Chance,"Un découvreur de talents spécialisé dans le baseball voit sa vie basculer avec la perte progressive de sa vue. Il décide pourtant de faire un dernier voyage à Atlanta, accompagné de sa fille, à la recherche d'un talent prometteur.",/n31UJ0NtBiJ8M9jtpzPhZQvi6Mp.jpg,Robert Lorenz,Clint Eastwood,Amy Adams,John Goodman,Drame,Drame,Romance,Aucun genre,2012,111.0,6.987,"['Drame', 'Romance', 'Aucun genre']"
Hors de contrôle,"Thomas Craven est un inspecteur vétéran de la brigade criminelle de Boston. Il élève seul sa fille de 25 ans. Lorsque celle-ci est retrouvée assassinée sur les marches de sa propre maison, personne n'a de doute : c'est lui qui était visé. Pour découvrir qui a tué sa fille, l'inspecteur Craven va devoir s'aventurer dans les milieux troubles où les affaires côtoient la politique. Il va aussi devoir découvrir les secrets de celle qu'il croyait connaître. Dans cet univers où chaque intérêt est supérieur, où chaque information vaut plusieurs vies, face à l'éminence grise du gouvernement envoyée pour effacer les preuves, la quête solitaire de Craven va le conduire au-delà de la pire enquête de sa vie, face à ses propres démons...",/sctOjRLAm9GuryxjUyfp5YLuZ4W.jpg,Martin Campbell,Mel Gibson,Ray Winstone,Danny Huston,Crime,Crime,Drame,Mystère,2010,115.0,6.416,"['Crime', 'Drame', 'Mystère']"
The Relic,"L'exposition du Museum d'histoire naturelle de Chicago provoque chez ses organisateurs une certaine effervescence. À la veille de l'inauguration, le conservateur reçoit deux caisses en provenance du Brésil, expédiées par l'anthropologue John Withney et contenant les résultats de son enquête sur les rites indiens. Ces caisses, qui ne contiennent qu'une petite relique à l'effigie du démon Kothoga, ont déjà provoqué la disparition de l'équipage du cargo qui les transportait.",/fAG4nKPUWEIwGBpP38H64GGV8kl.jpg,Peter Hyams,Penelope Ann Miller,Tom Sizemore,Linda Hunt,Horreur,Horreur,Mystère,Thriller,1997,109.0,6.0,"['Horreur', 'Mystère', 'Thriller']"
Mafia Blues 2 : La rechute !,"Après 2 ans passés à Sing Sing, Paul Vitti voit approcher l'heure de sa libération lorsqu'il est la cible de deux tentatives de meurtre. Traumatisé, le mafioso sombre dans un état dépressif. Ben Sobel, son ancien psychothérapeute chargé de sa remise en état, découvre que Vitti l'a manipulé pour sortir de prison. Sa conscience professionnelle l'oblige cependant à finir la cure entreprise deux ans plus tôt afin de ramener le gangster dans le droit chemin. Pour faciliter la réinsertion de Vitti, il lui cherche d'abord un travail honnête et lui obtient finalement un poste de conseiller technique pour une série télévisée sur la mafia...",/vNSLj8wxZbMVBHtBiKI80XcYPt5.jpg,Harold Ramis,Robert De Niro,Billy Crystal,Lisa Kudrow,Comédie,Comédie,Crime,Aucun genre,2002,95.0,5.832,"['Comédie', 'Crime', 'Aucun genre']"
La Loi et l'Ordre,"Après avoir passé trente ans ensemble dans la police de New York, les détectives Turk et Rooster sont prêts à tout, sauf à prendre leur retraite. Peu avant leur départ, plusieurs criminels ayant échappé à la justice sont assassinés selon un mode opératoire qui rappelle celui d'un serial-killer que les deux enquêteurs ont mis sous les verrous plusieurs années auparavant. Une insupportable question se pose alors : Turk et Rooster se seraient-ils trompés ? C'est le début d'une enquête à hauts risques...",/4qBIJos6rGgqAsyBnS4syuWBGt3.jpg,Jon Avnet,Robert De Niro,Al Pacino,Carla Gugino,Crime,Crime,Thriller,Mystère,2008,100.0,5.887,"['Crime', 'Thriller', 'Mystère']"
Code Mercury,"Après avoir été mis sur la touche à cause d’une opération ratée, l’agent du FBI Art Jeffries se voit confier la protection de Simon, un petit garçon autiste dont les parents ont été assassinés. Malgré son handicap, il est doté d’une intelligence qui lui a permis de décrypter un code secret qui lui vaudra de s’attirer les foudres de tueurs. Il doit donc être « effacé », ainsi que ceux qui tenteraient de le protéger…",/dbJLY99LrkOWG1V1nG5LjUxH0zI.jpg,Harold Becker,Bruce Willis,Miko Hughes,Alec Baldwin,Action,Action,Crime,Drame,1998,111.0,6.29,"['Action', 'Crime', 'Drame']"
Le Soliste,"Steve Lopez est dans une impasse. Le journal pour lequel il travaille est en pleine crise, son mariage est un échec, et le temps où il aimait son métier de journaliste est bien loin. Et puis un jour, dans la rue, il entend de la musique. Un étrange vagabond, Nathaniel Ayers, joue de toute son âme, et même si son violon n'a que deux cordes, une émotion unique surgit. Pour Steve, l'étonnant violoniste est d'abord un bon sujet pour sa chronique, et il va peu à peu percevoir tout le mystère qui entoure ce personnage...",/z1jaJD5YZGb5WvYtiTYMfqmFqke.jpg,Joe Wright,Jamie Foxx,Robert Downey Jr.,Catherine Keener,Drame,Drame,Musique,Aucun genre,2009,117.0,6.671,"['Drame', 'Musique', 'Aucun genre']"
La Légende de Bagger Vance,"Fiancé à la jolie et riche Adèle Invergordon, champion de golf et enfant prodige de Savannah, Rannulph Junuh est envoyé au front pendant la première guerre mondiale. À l'Armistice, Junuh rentre chez lui en silence, sans annoncer son retour et refusant de parler avec qui que ce soit alors que tout le monde chez lui, le croit mort. C'est Harvey Greaves, enfant admirateur de Junuh, qui dévoile le retour du héros. Pour la jeune Adèle, le choc est terrible. Pour faire sortir Junuh de sa retraite, Adèle décide alors de le confronter aux deux plus grands joueurs de golf de l'époque : Bobby Jones et Walter Hagen. Mais Junuh ne veut pas entendre parler de cette rencontre, jusqu'à l'arrivée de Bagger Vance.",/37Kttgejm5R5XfNCbKezOJ0gT8n.jpg,Robert Redford,Will Smith,Matt Damon,Charlize Theron,Drame,Drame,Romance,Fantastique,2000,121.0,6.6,"['Drame', 'Romance', 'Fantastique']"
Presque Célèbre,"Dans les années 70, William Miller, un adolescent de quinze ans, ne vit que pour la musique rock. Ce qu'il souhaite le plus au monde, c'est écrire des articles sur cette musique qu'il aime tant.Il envoie un essai au magazine Rolling Stone dans l'espoir de devenir journaliste. Son talent n'est pas passé inaperçu : on est prêt à l'envoyer suivre le groupe Stillwater en tournée afin qu'il fasse un reportage sur eux.Le rêve devient réalité ; malgré les objections d'Elaine, sa mère, William s'engage dans cette folle aventure.Il n'est toutefois pas facile de gagner la confiance des musiciens, surtout lorsqu'on est journaliste. William prouve rapidement aux membres de Stillwater qu'il est avant tout un admirateur inconditionnel de leur musique. Au cours de leur tournée, il abandonne peu à peu la passivité de son rôle d'observateur pour participer à la vie du groupe.",/m7KGEQ5aYQjYV4aJ6f7SnSSrSqV.jpg,Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,Drame,Drame,Musique,Aucun genre,2000,161.0,7.5,"['Drame', 'Musique', 'Aucun genre']"
Garfield 2,"Garfield est à Londres et est confondu avec Prince, le chat propriétaire du château de Carlyle dont la ressemblance est frappante. Il doit protéger le château de Lord Dargis qui veut s'en emparer et le détruire avec les animaux présent dans la basse-cour.",/47ta0zqDp4jMpIDmwW42Scaph16.jpg,Tim Hill,Breckin Meyer,Jennifer Love Hewitt,Billy Connolly,Comédie,Comédie,Familial,Aventure,2006,82.0,5.611,"['Comédie', 'Familial', 'Aventure']"
xXx² : The Next Level,"Un complot se trame au cœur de la Maison Blanche. La plus haute autorité du pays est en danger. Augustus Gibbons vient lui-même d'échapper à un attentat au sein du quartier général secret de la NSA. Plus personne n'est en sécurité… Pour l'aider à déjouer la machination, Gibbons a besoin d'un nouvel agent xXx. Pour lui, un seul homme peut mener à bien cette mission : Darius Stone, un soldat d'élite décoré des Forces Spéciales, un dur venu du ghetto, expert en armement et en techniques de combat, et une forte tête... Pour le moment, Stone est détenu sous bonne garde dans une prison militaire. Mais les enjeux n'ont jamais été aussi élevés, et Gibbons sait que cet homme est l'unique espoir de la nation…",/ipzAC1KPe4HdpsthpR68zaV8XxW.jpg,Lee Tamahori,Ice Cube,Samuel L. Jackson,Willem Dafoe,Action,Action,Aventure,Crime,2005,101.0,5.091,"['Action', 'Aventure', 'Crime']"
Priest,"Dans un monde ravagé par des siècles de guerre entre l'homme et les vampires, un prêtre guerrier se retourne contre l'Église afin de traquer une bande de vampires meurtriers qui ont kidnappé sa nièce.",/iCP0hocW5WtsnXmNxF9CrsrOQCS.jpg,Scott Stewart,Paul Bettany,Cam Gigandet,Maggie Q,Action,Action,Fantastique,Horreur,2011,83.0,5.857,"['Action', 'Fantastique', 'Horreur']"
Sinbad : La légende des sept mers,"Accusé à tort d'avoir volé le Livre de la Paix, l'audacieux et légendaire Sinbad est chargé de retrouver et de restituer le précieux ouvrage, faute de quoi son meilleur ami, Proteus, mourra. L'aventurier refuse cette chance et opte pour une croisière et un plan bronzette aux îles Fidji. Pas si vite ! Car la belle fiancée de Proteus, Marina, s'est glissée à bord du bateau de Sinbad pour veiller à ce qu'il remplisse sa mission, et le premier bad boy de l'histoire va se trouver confronté à un incroyable déluge de dangers.Eris, déesse du chaos, s'acharne en effet contre lui, envoyant à sa rencontre un essaim de monstres et déclenchant à tout moment d'épouvantables tempêtes. Et tout cela n'est encore rien à côté des défis que lance à notre héros la frêle mais redoutable Marina...",/pdlVybgicgZ8dzCgd0b22GrP5Uh.jpg,"Patrick Gilmore, Tim Johnson",Brad Pitt,Catherine Zeta-Jones,Joseph Fiennes,Familial,Familial,Animation,Aventure,2003,81.0,7.0,"['Familial', 'Animation', 'Aventure']"
Event Horizon : Le vaisseau de l'au-delà,"2047 : Le vaisseau spatial ""Lewis & Clark"" s’apprête à regagner sa base quand l'équipage reçoit l'ordre de gagner la station Daylight pour embarquer le physicien William Weir, avec lequel il doit repartir en direction de Neptune. Quelques années plus tôt, Weir avait conçu un engin spatial révolutionnaire capable de se déplacer plus vite que la lumière mais qui disparut corps et biens aux abords de Neptune. La mission du ""Lewis & Clark"" consiste à repérer l’épave de l'""Event Horizon"", à déceler les causes de sa mystérieuse avarie et à récupérer les éventuels survivants.",/jExUdYH7nqREZ1wEz6KMRlP4X7j.jpg,Paul W.S. Anderson,Laurence Fishburne,Sam Neill,Kathleen Quinlan,Horreur,Horreur,Science-Fiction,Mystère,1997,92.0,6.6,"['Horreur', 'Science-Fiction', 'Mystère']"
Avengers,"Lorsque la sécurité et l’équilibre de la planète sont menacés par un ennemi d’un genre nouveau, Nick Fury, le directeur du SHIELD, l’agence internationale du maintien de la paix, réunit une équipe pour empêcher le monde de basculer dans le chaos. Partout sur Terre, le recrutement des nouveaux héros dont le monde a besoin commence…",/ylsAO88v2tF0iXRFojPa0UaAJf1.jpg,Joss Whedon,Robert Downey Jr.,Chris Evans,Scarlett Johansson,Science-Fiction,Science-Fiction,Action,Aventure,2012,145.0,8.01,"['Science-Fiction', 'Action', 'Aventure']"
Apparitions,"Chef des urgences au Chicago Memorial Hospital, le docteur Joe Darrow vient de perdre sa femme, Emily. Celle-ci a disparu tragiquement pendant une mission au Venezuela. Six mois après, son corps n'a toujours pas été retrouvé et Joe se force à vivre coûte que coûte, plongé dans ses souvenirs.Pour tenir la promesse faite à Emily, il rend visite à ses jeunes patients hospitalisés. L'un d'eux, Jeffrey, un garçon qui a connu plusieurs expériences post-mortem, affirme qu'Emily essaie de communiquer avec Joe par son intermédiaire.D'étranges phénomènes surviennent bientôt et celui-ci commence à douter...",/qkkcmkmcD9HLZvTv08Jbgefhh69.jpg,Tom Shadyac,Kevin Costner,Susanna Thompson,Joe Morton,Drame,Drame,Thriller,Fantastique,2002,101.0,6.5,"['Drame', 'Thriller', 'Fantastique']"
Le Dahlia noir,"Dans les années 40, à Los Angeles, Bucky et Lee, deux inspecteurs, s'attaquent à une affaire de meurtre particulièrement difficile. Une starlette, Elizabeth Short, a été découverte atrocement mutilée. Sa beauté et sa fin tragique deviennent les sujets de conversation de toute la ville. Certains sont prêts à tout pour en tirer bénéfice… ou cacher leurs secrets. Quels étaient les liens de la victime avec la puissante famille Linscott ? Que vivait-elle dans son intimité ? Et avec qui ? Au-delà des apparences, l'enquête commence…",/lv9l39KlXIgOmfxuWJ8gHHbfTXx.jpg,Brian De Palma,Josh Hartnett,Aaron Eckhart,Scarlett Johansson,Crime,Crime,Thriller,Drame,2006,121.0,5.634,"['Crime', 'Thriller', 'Drame']"
L'Escadrille Lafayette au Québec,"Le destin de l'Escadrille Lafayette, constituée de jeunes soldats américains qui se portèrent volontaires pour intégrer l'armée française durant la Première Guerre mondiale, avant même que les soldats américains n'entrent eux-mêmes dans le conflit.",/wHPmoe4gcGHeQjsoaAmZBMZ1VGo.jpg,Tony Bill,James Franco,Jean Reno,Jennifer Decker,Action,Action,Aventure,Drame,2006,139.0,6.5,"['Action', 'Aventure', 'Drame']"
Le Dernier Château,"Injustement condamné par la cour martiale, le général Irwin est tenu responsable de la mort de huit soldats. Il doit donc purger une peine dans une prison militaire de haute sécurité appelée « Le Château ». Le colonel Winter, qui dirige ce centre de détention, veille à ce qu'Irwin n'ait droit à aucun privilège quel qu'il soit. Au grand étonnement de ce dernier, les autres prisonniers se mettent à le respecter et à le saluer comme le ferait un soldat à son général, et ce, même si son grade est tombé en désuétude. Winter voit rouge : il ne tolère pas de voir contester son autorité et ses méthodes dictatoriales. Avec l'aide de ses compagnons de cellule, Irwin va mettre en place sa propre armée pour organiser une véritable insurrection et ainsi piéger le directeur du « Château ».",/lKYnBR0O7S6v9OBFbSLp2Ow2xK9.jpg,Rod Lurie,Robert Redford,James Gandolfini,Mark Ruffalo,Action,Action,Drame,Thriller,2001,132.0,7.174,"['Action', 'Drame', 'Thriller']"
Supernova,"Au XXIIe siècle, le vaisseau ""Nightingale 229"" traverse le cosmos. A son bord, le capitaine AJ Marley, le copilote Nick Vanzant, le docteur Kaela Evers et l'informaticien Benji Sotomejor. Ayant reçu un signal de détresse, ils changent de trajectoire et se retrouvent au milieu d'un orage magnétique provoque par une étoile sur le point d'exploser. La survie s'organise rapidement, car le vaisseau doit repartir avant que l'étoile ne se transforme en supernova.",/aEIAkazIcG5YSYOmweUavGtSaGu.jpg,"Walter Hill, Francis Ford Coppola, Jack Sholder",James Spader,Peter Facinelli,Robin Tunney,Science-Fiction,Science-Fiction,Horreur,Thriller,2000,90.0,4.9,"['Science-Fiction', 'Horreur', 'Thriller']"
Un Amour d'hiver,"À New York, à l'aube du XXe siècle, Peter Lake, un voleur irlandais, s'éprend de Beverly Penn, la jeune et riche propriétaire de la demeure qu'il a cambriolée. Celle-ci décèdera quelque temps après, et Peter se découvrira un pouvoir surnaturel, celui de faire revenir les morts à la vie...",/sTikgONJaRKkUalc2E6iclFIvwJ.jpg,Akiva Goldsman,Colin Farrell,Jessica Brown Findlay,Russell Crowe,Drame,Drame,Fantastique,Mystère,2014,118.0,6.258,"['Drame', 'Fantastique', 'Mystère']"
The Mortal Instruments : La Cité des Ténèbres,"New York, de nos jours. Alors que sa mère est kidnappée par d'étranges créatures, Clary, 15 ans, est témoin d'un meurtre commis lors d'une soirée. Elle est terrifiée lorsque le corps de la victime disparait mystérieusement devant ses yeux... Elle découvre alors l'existence d'un monde obscur et parallèle et y fait la rencontre de Jace, un chasseur de vampires. Lorsqu'ils se retrouvent au milieu d'une guerre entre des forces démoniaques et la société secrète des chasseurs d'ombres, Jace lui viendra en aide. Elle jouera alors dans cette aventure un rôle qu'elle ne soupçonne pas.",/2X8WdKikb5Wf37rppYpK9AZ4sOz.jpg,Harald Zwart,Lily Collins,Jamie Campbell Bower,Robert Sheehan,Fantastique,Fantastique,Action,Mystère,2013,130.0,6.427,"['Fantastique', 'Action', 'Mystère']"
Appelez-moi Dave,"Afin de sauver leur Monde, un équipage d'extra-terrestres minuscules arrive sur Terre dans un vaisseau très spécial, qui leur permet de passer (presque) inaperçu. Il s'agit de la réplique parfaite d'un homme (qui ressemble au Capitaine du Vaisseau) dont chaque membre de l'équipage est responsable d'une partie du corps.Mais ressembler à un être-humain est une chose - se comporter comme un être-humain s'avère être beaucoup plus compliqué !",/rB8cemSXMwuZyrZQiXIfE17fPWd.jpg,Brian Robbins,Eddie Murphy,Elizabeth Banks,Gabrielle Union,Comédie,Comédie,Science-Fiction,Aventure,2008,90.0,5.305,"['Comédie', 'Science-Fiction', 'Aventure']"
Dark Water,"Récemment séparée de son mari, Dahlia Williams s'est trouvé un nouveau job et un autre appartement. Elle est bien décidée à surmonter l'échec de son mariage et à se consacrer à sa fille, Ceci. Mais quand la séparation tourne à la bataille rangée pour la garde de l'enfant, la situation se complique. Son nouvel appartement, délabré et exigu, semble soudain prendre vie. Des bruits mystérieux et des phénomènes étranges la poussent à se demander qui est derrière tout cela. Et puis, il y a ces obsédantes infiltrations d'eau sombre... Essayant de garder le contrôle de sa vie, Dahlia, plus que jamais résolue à protéger sa fille, va tenter de percer le mystère...",/me7sVPjV6DCj37pedgWTOEVtdHZ.jpg,Walter Salles,Jennifer Connelly,Ariel Gade,John C. Reilly,Horreur,Horreur,Mystère,Aucun genre,2005,100.0,5.676,"['Horreur', 'Mystère', 'Aucun genre']"
En direct sur Ed TV,"Vendeur dans un vidéo-club à San Francisco, Ed voit sa vie chamboulée du jour au lendemain en acceptant d'être le héros d'un nouveau concept de télé-réalité. La chaîne câblée Canal Vérité lui propose de le suivre au quotidien jour et nuit. Bien qu'il s'adapte rapidement a cette intrusion visuelle, Ed sera confronté à une notoriété voyeuriste et devra assumer devant toute l'Amérique sa relation sentimentale avec la petite amie de son frère, ou encore celle avec une actrice aussi sexy qu'ambitieuse.",/zumMJzrkqBv0bhJiHgUUItguChR.jpg,Ron Howard,Matthew McConaughey,Jenna Elfman,Geoffrey Blake,Comédie,Comédie,Aucun genre,Aucun genre,1999,123.0,5.951,"['Comédie', 'Aucun genre', 'Aucun genre']"
Cœur d'encre,"Mortimer (alias Mo) et Meggie forment une famille heureuse, et sont férus de lecture. Mo possède cependant un don. En effet, lorsqu’il lit un livre à voix haute, les personnages et les objets issus de l'histoire prennent forme dans le monde réel. Mais ce pouvoir magique respecte le principe de l'échange-équivalent et lorsque quelque chose ou quelqu'un vient dans notre monde, quelque chose voire quelqu'un doit prendre sa place dans le livre...",/pUApLGPVuu15noWjGSsGKjiggSy.jpg,Iain Softley,Brendan Fraser,Andy Serkis,Eliza Bennett,Aventure,Aventure,Familial,Fantastique,2008,107.0,6.29,"['Aventure', 'Familial', 'Fantastique']"
The Spirit,"Denny Colt, un ancien flic, revient mystérieusement d'entre les morts. Il est désormais le Spirit, combattant du crime dans les rues obscures de Central City. Son ennemi juré, Octopus, a un but bien différent : dans sa folle quête d'immortalité, il s'apprête à détruire la ville. Aux quatre coins de la cité, le Spirit traque le tueur. Sur son chemin, le héros masqué croise des femmes, toutes sublimes, qui cherchent à le séduire, l'aimer ou le tuer... Seul son amour de toujours ne le trahira pas : Central City, la ville qui l'a vu naître... deux fois.",/9HGcwECDtfoouEljWujIoPIvsJN.jpg,Frank Miller,Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Crime,Crime,Thriller,Fantastique,2008,103.0,4.761,"['Crime', 'Thriller', 'Fantastique']"
Charlie Mortdecai,"L'historien d'art excentrique et très honorable Charlie Mortdecai, part à la recherche d'un tableau, volé par les nazis pendant la Seconde guerre mondiale, et qui serait la clef de la cachette de l'or du IIIe Reich.",/qWOBgWih0n1kmdgMMZ1aqLt4dso.jpg,David Koepp,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Comédie,Comédie,Aventure,Aucun genre,2015,107.0,5.519,"['Comédie', 'Aventure', 'Aucun genre']"
"King Rising, au nom du roi","Dans le royaume imaginaire d'Ehb, théâtre d'une guerre sans merci que se livrent le roi Konreid et son ennemi, le diabolique Gallian, l'héroïque Farmer, voué à être prince, se lance à la recherche de Solana, sa femme kidnappée, et tente de venger la mort de son fils, tué par des monstres appelés Krugs.",/uCcUAl5Rl7Fc5qAatkJiEPJs9GL.jpg,Uwe Boll,Jason Statham,Ron Perlman,Ray Liotta,Aventure,Aventure,Fantastique,Action,2007,127.0,4.767,"['Aventure', 'Fantastique', 'Action']"
Sans frontière,"Au cours d'une soirée mondaine organisée pour venir en aide aux Ethiopiens, Sarah Jennings, l'épouse d'un homme riche, fait la connaissance de Nick Ward, un humanitaire habitué au terrain. Celui-ci dénonce aux médias le manque de financement et de ressources dans les pays en proie à la misère la plus totale.Sarah, touché par les paroles et le dévouement de Nick, décide de lui donner un coup de main. Celui-ci la met dans le feu de l'action afin de tester sa résistance physique et mentale. Cette expérience bouleverse sa vie.De retour dans sa maison à Londres, elle s'implique activement au sein d'Oxfam et garde le contact avec Nick. Les années passent, et lorsque Nick lui demande d'user de son influence chez Oxfam pour obtenir de l'aide au Cambodge, elle décide de se rendre sur place. Cette dévotion pour les causes humanitaires la rapproche de plus en plus de Nick.",/3d6BKnOHVjjCWMrBlgsH1EC3g3Z.jpg,Martin Campbell,Clive Owen,Angelina Jolie,Linus Roache,Drame,Drame,Romance,Aventure,2003,127.0,6.415,"['Drame', 'Romance', 'Aventure']"
Le Roi singe  2,"Sous la dynastie Tang, le prêtre Xuanzang est envoyé vers l'ouest pour récupérer les écritures saintes du Bouddhisme. Sur son chemin, Xuanzang libère par accident Sun Wukong, le Roi Singe, emprisonné depuis 500 ans. La virulence et la puissance du Roi Singe sont connues de tous. En aucun cas, il se soumettrait à un prêtre. Pourtant, dans un équilibre fragile, le Roi Singe se battra aux cotés de Xuanzang. Ce sera un combat à la recherche de la vérité et pour faire régner la paix.",/8uRiv8c5jz7vkEC1ERQXe675DOi.jpg,"Soi Cheang, Jack Lai",Aaron Kwok,Gong Li,Shaofeng Feng,Action,Action,Aventure,Fantastique,2016,119.0,5.9,"['Action', 'Aventure', 'Fantastique']"
Le Grand Raid,"En janvier 1945, l'armée japonaise, qui occupe les Philippines, retient prisonniers dans le camp de Cabanatuan plus de 500 soldats américains. Parmi eux, le major Gibson, malgré la malaria qui le ronge, tente de remonter le moral de ses troupes qui meurent de faim. Grâce à Margaret, une veuve de guerre, il arrive à faire pénétrer en contrebande des médicaments. Pendant ce temps, le sixième bataillon de Rangers sous le commandement du lieutenant-colonel Henry Mucci, se prépare à lancer une opération d'envergure pour tenter de délivrer les prisonniers. Il reçoit l'aide du capitaine philippin Pajota, qui dirige la résistance face aux Japonais...",/o6jRijgpSPsmNY6gkyN7HPntwdl.jpg,John Dahl,Benjamin Bratt,Joseph Fiennes,James Franco,Action,Action,Histoire,Guerre,2005,132.0,6.524,"['Action', 'Histoire', 'Guerre']"
Deadpool,"Deadpool, est l'anti-héros le plus atypique de l'univers Marvel. À l'origine, il s'appelle Wade Wilson : un ancien militaire des Forces Spéciales devenu mercenaire. Après avoir subi une expérimentation hors norme qui va accélérer ses pouvoirs de guérison, il va devenir Deadpool. Armé de ses nouvelles capacités et d'un humour noir survolté, Deadpool va traquer l'homme qui a bien failli anéantir sa vie.",/z5VjcCEioj2c2dvxmoqBW0Rj8Xj.jpg,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Action,Action,Aventure,Comédie,2016,109.0,7.623,"['Action', 'Aventure', 'Comédie']"
Mister G.,"Quand le financier Mc Bainbridge rachète GBSN, une chaine de télé-achat, Ricky Hayman, animateur stressé, prend peur. Menacé de perdre son emploi et terrifié a l'idée de se retrouver au chômage, il cherche désespérément un concept novateur susceptible d'augmenter ses ventes. C'est alors que Ricky rencontre par hasard un gourou itinérant, Mister G, prédicateur charismatique. C'est l'idée de génie. Pourquoi ne pas offrir a Mister G sa propre émission et transformer le télé-achat en expérience spirituelle?",/tSMPqsagnLiomkWrBXwbCNNJGiy.jpg,Stephen Herek,Eddie Murphy,Jeff Goldblum,Kelly Preston,Drame,Drame,Comédie,Aucun genre,1998,110.0,5.251,"['Drame', 'Comédie', 'Aucun genre']"
American Sniper,"Tireur d’élite des Navy SEAL, Chris Kyle est envoyé en Irak dans un seul but : protéger ses camarades. Sa précision chirurgicale sauve d’innombrables vies humaines sur le champ de bataille et, tandis que les récits de ses exploits se multiplient, il décroche le surnom de « La Légende ». Cependant, sa réputation se propage au-delà des lignes ennemies, si bien que sa tête est mise à prix et qu’il devient une cible privilégiée des insurgés. Malgré le danger, et l’angoisse dans laquelle vit sa famille, Chris participe à quatre batailles décisives parmi les plus terribles de la guerre en Irak, s’imposant ainsi comme l’incarnation vivante de la devise des SEAL : « Pas de quartier ! ». Mais en rentrant au pays, Chris prend conscience qu’il ne parvient pas à retrouver une vie normale.",/9BEN7zRpoLBaBU3t97kPJkHUgnv.jpg,Clint Eastwood,Bradley Cooper,Sienna Miller,Kyle Gallner,Guerre,Guerre,Action,Aucun genre,2014,132.0,7.412,"['Guerre', 'Action', 'Aucun genre']"
