title,overview,poster_path,Director,Actors_1,Actors_2,Actors_3,genre_principal,genre_1,genre_2,genre_3,Year,runtime,vote_average,Tous genres
The Amazing Spider-Man : Le Destin d'un héros,"Peter Parker a une vie très occupée partagée entre son combat contre les vilains et la personne qu’il aime, Gwen. Il attend donc son diplôme de fin de lycée avec impatience. Peter n’a pas oublié la promesse qu’il a faite au père de Gwen : la protéger en restant hors de son existence. Une promesse qu’il ne peut pas tenir. Les choses vont changer pour Peter quand un nouveau vilain fait son apparition, Electro, quand un vieil ami fait son retour, Harry Osborn, et quand Peter découvre de nouveaux indices sur son passé.",/rZ47R21ZGNTGr5ORxdMmxQWdcFn.jpg,Marc Webb,Andrew Garfield,Emma Stone,Jamie Foxx,Action,Action,Aventure,Science-Fiction,2014,142.0,6.5,"['Action', 'Aventure', 'Science-Fiction']"
Tron : L'Héritage,"Sam Flynn, 27 ans, est le fils expert en technologie de Kevin Flynn. Cherchant à percer le mystère de la disparition de son père, il se retrouve aspiré dans ce même monde de programmes redoutables et de jeux mortels où vit son père depuis 25 ans. Avec la fidèle confidente de Kevin, père et fils s'engagent dans un voyage où la mort guette, à travers un cyber univers époustouflant visuellement, devenu plus avancé technologiquement et plus dangereux que jamais...",/vab8CIxaJ6DLE7u2tdLSm9nnGB9.jpg,Joseph Kosinski,Jeff Bridges,Garrett Hedlund,Olivia Wilde,Aventure,Aventure,Action,Science-Fiction,2010,127.0,6.5,"['Aventure', 'Action', 'Science-Fiction']"
Cars 2,"La célèbre voiture de course Flash McQueen et l'incomparable dépanneuse Martin quittent Radiator Springs pour courir le tout premier Grand Prix mondial qui sacrera la voiture la plus rapide du monde. Mais la route est pleine d'imprévus, de déviations et de surprises, surtout lorsque Martin se retrouve entraîné dans une affaire d'espionnage international !",/qCoaNNfH6lS7qkZDYhWkQpiQpnM.jpg,"John Lasseter, Bradford Lewis",Owen Wilson,Larry the Cable Guy,Michael Caine,Animation,Animation,Familial,Aventure,2011,106.0,6.176,"['Animation', 'Familial', 'Aventure']"
Green Lantern,"Dans un univers aussi vaste que mystérieux, une force aussi petite que puissante est en place depuis des siècles : des protecteurs de la paix et de la justice appelés Green Lantern Corps, une confrérie de guerriers qui a juré de maintenir l’ordre intergalactique, et dont chaque membre porte un anneau lui conférant des super-pouvoirs. Mais quand un ennemi du nom de Parallax menace de rompre l’équilibre entre les forces de l’univers, leur destin et celui de la Terre repose sur leur dernière recrue, le premier humain jamais choisi : Hal Jordan.Les Green Lanterns ont un peu de respect pour les humains, qui n’ont jamais exploité les pouvoirs infinis de l’anneau auparavant. Mais Hal possède, une chose qu’aucun des autres membres n’a jamais eu : son humanité. Soutenu par son amour d’enfance, Hal doit rapidement maîtriser ses nouveaux pouvoirs et vaincre ses peur, pour prouver qu’il n’est pas que la clé pour vaincre Parallax… mais peut-être le plus grand Green Lantern de tous les temps.",/7MMrRbyOts9v1YHYoc7LSrz8XnQ.jpg,Martin Campbell,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Aventure,Aventure,Action,Science-Fiction,2011,114.0,5.2,"['Aventure', 'Action', 'Science-Fiction']"
Toy Story 3,"Woody, Buzz l’Éclair et le reste des jouets reviennent dans une toute nouvelle aventure avec quelques nouveaux visages dont Ken et Barbie, le hérisson La Brosse et l’ours Lotso. Andy se prépare à partir pour l’université et Woody, Buzz, Jessie et les autres jouets se demandent ce qu’ils vont devenir. Quand ils arrivent à Sunnyside, c’est le début d’une nouvelle aventure.",/hhOQ0FGXs0ux2GNMihx9itfRCm1.jpg,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Animation,Animation,Familial,Comédie,2010,103.0,7.804,"['Animation', 'Familial', 'Comédie']"
Terminator Renaissance,"En 2018, après l'apocalypse qui a vu s'affronter les hommes et les robots, John Connor est devenu le chef de la résistance humaine contre Skynet et son armée de Terminators. Sa vision du monde est pourtant remise en cause par l'apparition de Marcus Wright, un inconnu qui se souvient seulement de s'être trouvé dans le quartier des condamnés à mort. Connor doit découvrir si Marcus a été envoyé du futur ou s'il est un rescapé du passé. Alors que Skynet prépare l'assaut final, Connor et Marcus s'engagent dans une odyssée qui va les mener au cœur même des opérations de Skynet. Ils y perceront le terrible secret qui se cache derrière l'annihilation programmée de l'humanité tout entière…",/4MD4ZP0fNpm3UyKyMYgPwOy8Mgv.jpg,McG,Christian Bale,Sam Worthington,Anton Yelchin,Action,Action,Science-Fiction,Thriller,2009,108.0,6.1,"['Action', 'Science-Fiction', 'Thriller']"
Fast & Furious 7,"Laissé à moitié mort par Dominic Toretto et son clan de voleur de voitures as du volant, le criminel Owen Shaw gît sur un lit d'hôpital à Londres. Déterminé à le venger, son frère Deckard Shaw commet des attaques vicieuses contre les membres de la famille de Toretto, notamment contre sa sœur, son beau-frère et leur petit garçon. Une aide inespérée leur parvient en la personne de Frank Petty, agent des services secrets américains aux ressources impressionnantes. Il promet assistance à Dominic, en échange de quoi ce dernier devra libérer une talentueuse informaticienne, nommée Ramsey, qui a mis au point un logiciel de surveillance ultraperfectionné baptisé « God's Eye ». La jeune femme est en effet retenue prisonnière par Jakande, un dangereux terroriste, au milieu des inaccessibles montagnes de l'Azerbaïdjan. Le clan de Dominic se reforme donc pour cette dangereuse mission.",/wjVn1Qng8B3ySvfJr4ovuehI141.jpg,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson,Action,Action,Crime,Thriller,2015,137.0,7.217,"['Action', 'Crime', 'Thriller']"
World War Z,"Gerry Lane se lance dans une course contre la montre pour aider le monde à surmonter ses divisions et faire face à l'apocalypse. Dans tous les pays, par tous les moyens, chacun devra se battre car l'humanité n'aura plus qu'un seul espoir de survie : La guerre.",/xqk3gTrNODmH90QEgeBgEIHN1Fu.jpg,Marc Forster,Brad Pitt,Mireille Enos,Daniella Kertesz,Action,Action,Horreur,Science-Fiction,2013,116.0,6.826,"['Action', 'Horreur', 'Science-Fiction']"
X-Men : Days of Future Past,"Dans un futur proche, les mutants et les humains ont été décimés par les Sentinelles, des robots biologiques capables de copier les pouvoirs des mutants. Seuls quelques mutants, dont Kitty Pride, Iceman, Storm et Bishop, résistent encore. Le Professeur X et Magneto décident d’envoyer Logan dans le passé afin d’empêcher le meurtre de Bolivar Trask, un scientifique américain responsable du programme d’armement dont la mort déclenchera le programme des Sentinelles. Wolverine arrive donc en 1973 afin de convaincre Charles Xavier et Erik Lehnsherr de stopper Mystique dans sa mission, une tâche qu’ils devront accomplir avec l’aide de Beast et de Quicksilver.",/oMfkCE8yNuf53Xqu5k0zECF7nPr.jpg,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,Action,Action,Aventure,Science-Fiction,2014,131.0,7.5,"['Action', 'Aventure', 'Science-Fiction']"
Star Trek Into Darkness,"Alors qu'il rentre à sa base, l'équipage de l'Enterprise doit faire face à des forces terroristes implacables au sein même de son organisation. L'ennemi a fait exploser la flotte et tout ce qu'elle représentait, plongeant notre monde dans le chaos.",/g9XEl6WP5IFixRhpQBezZ6TDbk4.jpg,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldaña,Action,Action,Aventure,Science-Fiction,2013,130.0,7.318,"['Action', 'Aventure', 'Science-Fiction']"
Jack le chasseur de géants,"Un jeune ouvrier agricole du nom de Jack ouvre involontairement un passage entre notre monde et celui d’une terrifiante race de géants. Débarquant sur la Terre pour la première fois depuis des siècles et des siècles, les géants n’ont qu’un objectif : reprendre le territoire qu’ils ont jadis perdu. Jack doit tout mettre en œuvre pour les arrêter. Il va devenir malgré lui un guerrier valeureux. Le salut de l’humanité repose sur ses épaules…",/yHTPIpDydusmahilkR6MV4YxzgR.jpg,Bryan Singer,Nicholas Hoult,Stanley Tucci,Ewan McGregor,Fantastique,Fantastique,Action,Aventure,2013,110.0,5.876,"['Fantastique', 'Action', 'Aventure']"
Gatsby le Magnifique,"Printemps 1922. L'époque est propice au relâchement des mœurs, à l'essor du jazz et à l’enrichissement des contrebandiers d’alcool… Apprenti écrivain, Nick Carraway quitte la région du Middle‐West pour s'installer à New York. Voulant sa part du rêve américain, il vit désormais entouré d'un mystérieux millionnaire, Jay Gatsby, qui s'étourdit en fêtes mondaines, et de sa cousine Daisy et de son mari volage, Tom Buchanan, issu de sang noble. C’est ainsi que Nick se retrouve au cœur du monde fascinant des milliardaires, de leurs illusions, de leurs amours et de leurs mensonges. Témoin privilégié de son temps, il se met à écrire une histoire où se mêlent des amours impossibles, des rêves d’absolu et des tragédies ravageuses et, chemin faisant, nous tend un miroir où se reflètent notre époque moderne et ses combats.",/apvQQZTVLTEHrkQiDdUe3jUDY9Y.jpg,Baz Luhrmann,Leonardo DiCaprio,Carey Mulligan,Joel Edgerton,Drame,Drame,Romance,Aucun genre,2013,142.0,7.352,"['Drame', 'Romance', 'Aucun genre']"
Prince of Persia : Les Sables du temps,"Un prince rebelle est contraint d'unir ses forces avec une mystérieuse princesse pour affronter ensemble les forces du mal et protéger une dague antique capable de libérer les Sables du temps, un don de dieu qui peut inverser le cours du temps et permettre à son possesseur de régner en maître absolu sur le monde.",/b0ziG10atX7pJKUpj6XY7C1xSHg.jpg,Mike Newell,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Aventure,Aventure,Fantastique,Action,2010,116.0,6.296,"['Aventure', 'Fantastique', 'Action']"
Pacific Rim,"Surgies des flots, des hordes de créatures monstrueuses, les ""Kaiju"", ont déclenché une guerre qui a fait des millions de victimes et épuisé les ressources naturelles de l'humanité pendant des années. Pour les combattre, une arme d'un genre nouveau a été mise au point : de gigantesques robots, les ""Jaegers"", contrôlés simultanément par deux pilotes qui communiquent par télépathie. Mais même les Jaegers semblent impuissants face aux redoutables Kaiju. Alors que la défaite paraît inéluctable, les forces armées qui protègent l'humanité n'ont d'autre choix que d'avoir recours à deux héros hors normes : un ancien pilote au bout du rouleau et une jeune femme en cours d'entraînement qui font équipe pour manœuvrer un Jaeger légendaire, quoique d'apparence obsolète. Ensemble, ils incarnent désormais le dernier rempart de l'humanité contre une apocalypse de plus en plus imminente…",/g1vCUUxa9MJw2kEEgaTAW5b23xh.jpg,Guillermo del Toro,Idris Elba,Charlie Hunnam,Rinko Kikuchi,Action,Action,Science-Fiction,Aventure,2013,130.0,6.918,"['Action', 'Science-Fiction', 'Aventure']"
Transformers 3 : La Face cachée de la Lune,"Les Autobots Bumblebee, Ironhide, Ratchet et Sideswipe menés par Optimus Prime sont de retour en action, toujours contre les maléfiques Decepticons, bien décidés à se venger de leur défaite. Dans ce nouvel opus, Autobots et Decepticons s'avèrent avoir été impliqués dans la course à l'espace que s'étaient lancés les États-Unis et l'URSS. Une course qui va remonter jusqu'à Sam Witwicky, qui aura à nouveau besoin de l'aide de ses amis robots. De nouveaux Transformers rejoignent la bataille dont l'ancien Decepticons Shockwave, devenu dictateur sur la planète Cybertron alors que les Autobots et les Decepticons poursuivent leur guerre sur Terre.",/30ARa1BLnID8t7O4tPzTDXTa6pZ.jpg,Michael Bay,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Action,Action,Science-Fiction,Aventure,2011,138.0,6.223,"['Action', 'Science-Fiction', 'Aventure']"
Indiana Jones et le royaume du crâne de cristal,"La nouvelle aventure d’Indiana Jones débute dans un désert du sud‐ouest des États‐Unis. Nous sommes en 1957, en pleine guerre froide. Indy et son copain Mac viennent tout juste d’échapper à une bande d’agents soviétiques à la recherche d’une mystérieuse relique surgie du fond des temps. De retour au Marshall College, le Professeur Jones apprend une très mauvaise nouvelle : ses récentes activités l’ont rendu suspect aux yeux du gouvernement américain. Le doyen Stanforth, qui est aussi un proche ami, se voit contraint de le licencier. À la sortie de la ville, Indiana fait la connaissance d’un jeune motard rebelle, Mutt, qui lui fait une proposition inattendue.",/rARRcuwWjzdD1e2J6eJMpHkawz0.jpg,Steven Spielberg,Harrison Ford,Cate Blanchett,Shia LaBeouf,Aventure,Aventure,Action,Aucun genre,2008,122.0,6.023,"['Aventure', 'Action', 'Aucun genre']"
Le Voyage d'Arlo,"Dans le voyage épique de Disney•Pixar chez les dinosaures, un apatosaure nommé Arlo est emporté par une rivière torrentielle et se retrouve à une centaine de kilomètres de chez lui. Tandis qu’il parcourt un paysage hostile et mystérieux, Arlo se lie d’amitié avec un humain et gagne la force de confronter ses peurs.",/vvYCGP9ePgSlNXy4lyJSBMClKbA.jpg,Peter Sohn,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Aventure,Aventure,Animation,Familial,2015,94.0,6.736,"['Aventure', 'Animation', 'Familial']"
Rebelle,"Mérida est une archère talentueuse et la fille têtue du roi Fergus et de la reine Elinor. Déterminée à suivre son propre chemin, la jeune princesse défie une ancienne coutume chère aux seigneurs des terres. Lorsqu’elle déclenche le chaos au royaume, Mérida doit faire appel à tous ses talents et ressources (y compris ses frères triplets) pour rompre un horrible sort et découvrir le vrai sens de la bravoure.",/rFLhPoKAqg4CBQdwTs8sQlbao5M.jpg,"Mark Andrews, Brenda Chapman, Steve Purcell",Kelly Macdonald,Billy Connolly,Emma Thompson,Animation,Animation,Familial,Fantastique,2012,93.0,7.022,"['Animation', 'Familial', 'Fantastique']"
Star Trek : Sans limites,"L'équipage de l'USS Enterprise explore les confins de l'espace inconnu où ils rencontrent un nouvel ennemi impitoyable qui les met à l'épreuve, ainsi que tout ce que la Fédération représente.",/aerpiFz3XsTg6ICP2qSxRriKTPd.jpg,Justin Lin,Chris Pine,Zachary Quinto,Karl Urban,Action,Action,Aventure,Science-Fiction,2016,123.0,6.783,"['Action', 'Aventure', 'Science-Fiction']"
WALL·E,"Faites la connaissance de WALL•E (prononcez « Walli ») : WALL•E est le dernier être sur Terre et s’avère être un… petit robot ! 700 ans plus tôt, l’humanité a déserté notre planète laissant à cette incroyable petite machine le soin de nettoyer la Terre. Mais au bout de ces longues années, WALL•E a développé un petit défaut technique : une forte personnalité. Extrêmement curieux, très indiscret, il est surtout un peu trop seul…  Cependant, sa vie s’apprête à être bouleversée avec l’arrivée d’une petite « robote », bien carénée et prénommée EVE. Tombant instantanément et éperdument amoureux d’elle, WALL•E va tout mettre en œuvre pour la séduire. Et lorsqu’EVE est rappelée dans l’espace pour y terminer sa mission, WALL•E n’hésite pas un seul instant : il se lance à sa poursuite… Hors de question pour lui de laisser passer le seul amour de sa vie… Pour être à ses côtés, il est prêt à aller au bout de l’univers et vivre la plus fantastique des aventures !",/4ImYwxnu4bOitzS9TDLnantF8mn.jpg,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Animation,Animation,Familial,Science-Fiction,2008,98.0,8.11,"['Animation', 'Familial', 'Science-Fiction']"
